id,customer_id,category,priority,status,title,description,created_at,resolved_at
4004caaf-e3d8-4115-a7fc-e348d4b6f245,045b6410-0cac-4676-9db0-f5b6b5d85dc5,Technical Issue,High,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
97a37075-68ea-4dae-8b51-a94228b89c59,04e9c8a8-ad83-435c-985b-b1506aed97ff,Technical Issue,High,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
cebcb811-a7b4-4beb-a650-17c8933902e9,0674d878-d4c7-4d66-a0e0-b237fa9fbed4,Technical Issue,High,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
9e77e442-eac9-4919-9140-f719664c93d1,06a31070-c472-472b-ab9a-dff3b511e32a,Technical Issue,Medium,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
c5e86e58-fa50-4bda-945f-81a66d3c2c38,06c76568-e19d-4f11-8a79-feb1e3a7bed1,Technical Issue,Low,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
5f7aff9c-bf91-43b1-8da1-2a5052693bb9,07237648-cc7f-4cfa-a40d-dfad09e6cd00,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
24daec42-f5b9-4313-9a8f-b1843cc1d08c,073bc444-4556-4fad-a007-c82ee925b3ea,Technical Issue,High,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
2f14b47d-33ff-42d0-92a6-3b4cd0639641,0792c001-d013-4e96-8ccd-5f4693449d73,Technical Issue,Medium,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
ed98afed-f5b9-4603-9641-8974839de15f,0824c358-6eab-4969-b915-e6b54e561971,Technical Issue,High,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
b26c95af-853c-4645-b3e7-ad2657313ebb,0842a9eb-1490-462a-ad2e-d4b33d4de243,Technical Issue,Low,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
b596fbc3-c256-43a1-acd2-dc4efea05653,08506e5b-8313-4e0e-8db8-8ef443289472,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
ce8d3b3a-7027-4044-b2e7-2f8f926d5364,089391ed-de81-46b8-94b3-5c8beacd576d,Technical Issue,Low,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
4ec2e78b-4a4f-4663-ac10-cab3dbfc4e12,08ee7d46-bb4e-44c2-b841-cb18b3cd111a,Technical Issue,Medium,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
18ec79de-fe61-400b-8918-cebfdc25a956,08f43f36-251f-4dee-b1cf-5e8b32764c49,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
5363d6bb-52d7-4d94-9c5f-d2b2818c4961,093efe81-2118-4384-8db8-5025ebef89e3,Technical Issue,Medium,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
422509fc-462e-4898-b56a-e4300e15e4c2,09d55dcd-da2b-424e-b23a-a2b612272ba3,Technical Issue,Medium,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
6b06c56b-0229-4610-aa22-7f3e02a3bfb4,0a2c4c6c-5ee6-4ce4-bbe7-acd9bae01321,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
f3eeb6c0-47b4-4d2a-9718-f7524c154a3a,0a44b0b0-f803-40ad-aad9-821d6a1f99b6,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
1ee83fe0-c645-4895-9954-33257260ec71,0a69303a-3dd6-478b-857c-ef615cb4cc79,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
c07dbd44-cca9-48ba-8c7c-31ed2ae6dd3d,0ae1bd4d-c0e1-4f2c-8aa6-560b6c4723c8,Technical Issue,High,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
008a48f1-d2f9-4c8b-be57-7cb349baf118,0b226e2c-e2d8-4671-9589-687f60cf7a10,Technical Issue,Medium,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
f8d5d406-e9a8-46ff-833a-1ec92871b3ec,0b4d99d8-66f5-48c4-824f-94ee2c7e02b8,Technical Issue,High,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
fdce6418-12dc-47da-9f29-642b29db25a5,0b52060a-dcf4-4dfb-923b-4fead014787c,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
fa27c328-b3ab-4cc0-abb8-8dda8391463c,0baaf730-0585-439f-8b27-ab0eb1e97299,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
5ac7ec8e-f0e1-415c-a23c-f04790f9960f,0c01f4ff-841e-4ebc-b83b-30112dab5488,Technical Issue,High,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
3dead373-2bc5-4117-bf10-13fd31e6d458,0c06f5e3-5d72-4d4f-b758-12eebdc2421e,Technical Issue,High,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
2215f2fe-3a58-4fa7-bfc0-b15be6e5d788,0c140398-5724-489f-9455-b7d5f2db932e,Technical Issue,High,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
1b90ed93-69a2-435b-861a-8a60b65cb40c,0cfdb198-5929-4b29-bef8-99003f3eed75,Technical Issue,Low,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
ff15218e-10ea-4053-80ff-7994561465e0,0d032e98-a420-460a-a42f-e45f3f94a85f,Technical Issue,Low,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
25c855b6-915d-445a-8776-25552480f902,0d139dd1-d9c3-4ac8-bac1-d9d964df1c85,Technical Issue,Medium,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
a79a70bb-0ccd-49f2-9a5b-45909d16b17f,0d30ab6e-2139-4ae4-9f43-5f6adecee4e6,Technical Issue,Medium,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
cf08520b-373e-4bd6-b77c-f1a1bb78cc01,0d53b0bf-8408-4de9-8f6c-de2020b3d3a2,Technical Issue,Medium,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
37609ccb-8529-47e0-9971-9031f9af076d,0d5a4e39-8f3e-4f92-be4c-c8c6901a9abb,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
837e7550-03fc-4ba9-b851-2256ca19c0c9,0d7be801-ad0a-4e20-8f47-80bac056f108,Technical Issue,High,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
a8566ee1-c938-417f-800c-8d4e68809677,0da5f534-58d7-4e84-87e2-dce415464486,Technical Issue,High,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
ac16b4f1-c194-482b-83c7-843c213dbb77,0de0342e-dfa9-417b-b50f-3c9cb7f758cf,Technical Issue,Low,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
26eba133-63c3-4be0-9cf0-680e35a8963d,0dfdb2e7-37f7-4e12-89b2-3eaa03a93ebf,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
d42555ce-676f-4ccc-96cb-08773e9b7eb8,0e1a2b71-c31d-45b4-95ed-f43d70d160ab,Technical Issue,Low,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
4aaa4d20-b881-4b57-acbc-757c9a1d841f,0e3a22ef-8f71-4ca5-acd0-51054b655d0d,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
82c3ddc4-221b-4f67-acfd-5c629a154339,0e6210b8-f962-4ba4-bea6-42b9807c9880,Technical Issue,High,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
23cc2105-9a67-496b-b8f3-258d0ec4f42c,0ebdbbb6-7d6b-4c91-a679-c4a294aa4c02,Technical Issue,Medium,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
065f0b89-6ec4-4761-a21a-8fe1d3d2a787,0edcb3cf-a11b-4480-b268-bd446f3653cf,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
bf9283be-648d-44e4-b188-35b86707fe69,0f9d01bc-fa41-4035-9f1f-8d52b9b04ae5,Technical Issue,High,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
e1005ecf-3838-448b-b3fd-cf61cdd0eaa0,0fbd6057-ecdb-4c69-a114-5ad67f5f3578,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
ca64ac42-c6ad-4f67-9a89-02c1a5c2f9cb,108267e0-6c58-4b90-80b2-801905c131ba,Technical Issue,Low,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
0ba36819-0479-41a2-8628-52f7cd3d2fb7,109736d4-3287-4d95-9b6c-c60e582b61d9,Technical Issue,Low,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
b67ae63d-a253-40fd-8020-6c1cf9a4df8d,10c8ab25-e851-498f-a144-448bc5af3aa7,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
7c7a3b80-9ce4-4624-89dc-7598759fcbd3,1103b93b-1efe-4188-ac09-3563c874eab2,Technical Issue,Medium,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
914306c7-2e4d-4984-9bd4-651a1942cb34,11a067c9-872b-4e1c-aa60-4124f1058538,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
f6038270-cdb9-42cd-8327-3a29066996e0,11ac7b0a-ac54-47a2-a6cc-8a02474d52de,Technical Issue,Medium,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
fd9d8db6-7980-4a61-90d4-7969887edb73,12075c53-b6f2-4dad-b411-12e9a8d67772,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
6f867e86-ca64-4f2c-986a-6d2ebf043b51,122c3065-a293-42df-83cf-4a7e02f2b789,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
16d00678-b75c-4287-aee1-05af7e33554c,125c3a3b-54ba-46c5-b45c-61288f23466d,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
a53298f0-95f6-4423-b66a-9d7b921df880,12a2f6f9-ef70-4267-9483-cb858dbf09f7,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
58d5bbaa-6946-4907-b77e-ff38135739bf,12a683c9-34e1-4d33-a01d-d72316901d25,Technical Issue,Low,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
bb8b2128-4c9b-4ec7-a9a3-4cb902fc61ef,13687bdd-1fe7-416e-a489-e53bfe4b8f70,Technical Issue,Medium,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
3a47124e-26cd-4d35-9abd-b95168446393,13854e0d-dc60-40af-9cbf-a46cf653e5a4,Technical Issue,High,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
c24506e7-1a3a-46bb-b7b1-f75e0d0125c7,13e9d852-4409-4429-9ed0-bb454132bb77,Technical Issue,Low,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
f120b6a8-cad6-439f-9924-e5dba4aefd69,13f32452-f907-43ca-8d54-a2f27633de45,Technical Issue,Low,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
f86369e6-4057-488a-817b-ef8f343cd733,1416ce51-2430-493d-a76b-bdd33f72f79d,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
90db823f-f61c-40f9-9337-8716579a06b9,14acf6d0-4765-43c8-ac05-dc7ebea39340,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
0f53384f-2ee5-4a73-b8c4-f08818b8c0e0,14b7d275-e7c0-4cfb-aacc-0834ea44e208,Technical Issue,Low,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
7690b4b2-07ac-4693-92e9-e5e9719ae2e6,14ca82af-d088-4dc3-a113-857c9d8bdacf,Technical Issue,High,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
84e83189-83a2-4273-9c30-c037cdb444aa,14ebb43a-0d85-4833-b343-b050552c5703,Technical Issue,High,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
1a42b742-15fc-4537-963c-46c6383a4da4,1533c6ef-ca3f-47da-a961-06c72ba23c20,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
d3de3ff5-06e2-45f4-91a1-f80bead89cea,15381090-981e-4b61-9072-28a81d999780,Technical Issue,High,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
18bd5700-502b-4929-9423-7f7499585455,1577ac1e-92fc-4206-b94f-1fd20d915d3b,Technical Issue,Medium,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
3fc6d05d-9cb9-40e6-9568-1234608f9ffb,15831ccb-e221-4902-9074-8775ec0a2cf7,Technical Issue,Medium,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
249bcb43-2a7a-494b-979c-6985f4904f84,15b88341-7f6a-4030-99ec-21c4d872e5ed,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
3e84a056-3572-4605-9760-875eb62159a9,15e4c3a6-d38b-4fd2-9f9b-a20b6a8071fb,Technical Issue,Low,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
0ed5e9ff-65f7-405d-a208-1188f99b5ce5,15ff7e57-3f93-4cc5-abec-7547ee3a750d,Technical Issue,High,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
8468cd37-0c39-40de-aa07-5ab76de26214,16602e44-49c3-428a-a164-a51e18c38223,Technical Issue,Medium,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
842ca12f-127e-4c24-97bf-3e5dbee7463a,1697ff04-abe8-4811-ada1-a058a0fb3cf0,Technical Issue,Medium,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
bc01b6ea-ddb7-4922-acb9-4214824ef3bd,1717b1b1-81f7-4fc9-90c3-e0a6e56d0d12,Technical Issue,High,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
f485e246-160e-40d4-bd08-a06c843daf5d,17264d46-5df0-48a3-9180-f75425d33eea,Technical Issue,Low,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
c255af02-be32-4bf8-985c-8ed67d582e07,1731ab60-1c81-4a3a-9b26-2fd7bb405d6c,Technical Issue,High,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
8f567ecb-da1a-471e-9d3e-e71ff5f31052,17e169e2-59e3-4e14-b19d-3cdfe146fbd5,Technical Issue,Medium,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
ddf64b24-22ea-46de-b00d-bab9a5452ec4,1816373a-2e74-4202-ba07-5241b4b76700,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
01840774-ec60-4d86-8819-37c6bf2db59c,184eb8fc-0ad7-4a8b-b7f9-9b01fd922e90,Technical Issue,Medium,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
375d6950-fbfb-4035-bd65-d0d35cbcf3d5,18572371-6cd2-4061-af37-091fbe60c138,Technical Issue,Low,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
9dbd6877-1608-4e01-9743-b526d73bc793,186caca8-69e1-462b-9b78-2f015182105d,Technical Issue,Low,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
125d9081-e1c2-420e-9b80-b354a5298eb5,186cc168-1964-4138-902e-47135ea50cd4,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
129fa086-c2e2-4486-9463-2ad282966d33,1913f126-b88c-4b2c-bc82-cfa966206df7,Technical Issue,High,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
9117e9e0-bf94-4d4d-8963-87656d5d038d,19ae1172-f810-4fb7-afb5-e498e4f8efa1,Technical Issue,Medium,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
4d7fa319-1bb5-458c-aa5d-2ce13f539473,19b4e583-aee0-40d8-8dfa-d9976a71f19c,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
5b64538a-2b12-4cb4-a171-091ae2cdf6e2,19f76d64-e8e5-4496-898e-53ce55d08a74,Technical Issue,High,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
7485d4d0-6a3f-4e50-9012-41d02c49d063,1a02d169-99c1-43e2-8a2e-ab3baa5a38e9,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
39df1a2c-6a85-4a84-82b1-57292651fecb,1a55362b-55a8-4e0d-a76a-ee967226a035,Technical Issue,High,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
bb3df473-a76f-4dc7-9679-217076bc6181,1a6f0453-e582-4b36-be20-a166332fa962,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
0422dac9-5e29-4d48-93b3-93faddb29577,1aad2fda-fc99-435e-82a7-7dab8e1b047b,Technical Issue,Low,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
fdb09edb-349d-4144-b07d-a792b751f39a,1aea6afa-a4d0-4c09-b612-8f5cb220e4b5,Technical Issue,High,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
1c7ebf50-4638-46ba-98e8-ea0da7e51493,1b37c831-235b-469f-bc2b-153c4f209939,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
518c67cd-6f4c-46e9-b0ff-fc3679833b8e,1b5f0202-de7d-45e3-8a52-eed1d798f755,Technical Issue,Medium,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
ffee6ca0-da73-494c-844e-f254ec9bc488,1b65e954-5458-4101-a62a-e707d812c0d7,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
a2f7e4ab-59df-4185-8078-815df7cb50a3,1b7ecab2-9c2e-47f9-b62c-e6cda3778591,Technical Issue,Medium,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
6a534fb3-0cc0-4eb2-a5c8-82a473c1a69a,1b83dd9d-674f-4d95-b659-e0c923c7f646,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
cfb657bb-dccd-4645-a552-6f7c3dd51c80,1b8ba7ba-c704-4534-a335-d52c005329cc,Technical Issue,High,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
b5f261d2-262a-46e5-8eaf-3be31ba444b6,1bef1edf-b958-4f6d-9dc2-50bc6ad8a684,Technical Issue,Low,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
50d8a7b5-6e44-42ce-bb99-7b2d971453e4,1c11ac03-719e-4fcd-a975-f4968290dbff,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
ade365d3-0556-4f35-86d4-5e9e9b7b57b8,1c5ded81-d1d2-4713-bf47-b449a0694640,Technical Issue,Low,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
78982652-e97e-412c-92e8-d75836df6fc3,1cc4eb2e-8aac-4773-999e-b3f15838624f,Technical Issue,Low,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
e28a3dbd-2f53-45c4-a21e-df070114ef27,1d23ccb7-6723-4de8-b463-e0f914cb2644,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
d33ec8b3-9814-41bd-876e-533f7ec42aa5,1d2d5afa-1a41-4761-8f2e-ef55c0fd8f9d,Technical Issue,Low,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
8bbb0f4e-b984-4ece-a062-ddcff52e8283,1e0b4fb0-2787-4b7b-8286-1bdf27c6a011,Technical Issue,High,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
f04bb17e-84bb-4d11-93a5-29616d9f40f9,1e3b1405-901c-469e-8958-b9fdb6af7247,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
f150fb2c-7a5e-40a9-8ed2-11083445f941,1e5effa2-b0ad-4ad2-b664-e8c77a34ed77,Technical Issue,Low,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
067638ea-ed5d-474a-ad43-4d72535a3267,1e8019df-0f4f-43d8-ac25-6ec5d19d1596,Technical Issue,High,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
70d46fca-e1ec-4e36-84a2-2193c3a4a28e,1ef1e905-dda8-424d-98c1-46caf6842733,Technical Issue,High,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
b74e3431-5315-4d27-8d50-0b1708ed3754,1f31d37e-0267-4fef-acc6-e3fae43d8ab0,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
27dea78d-dae1-41cb-b3bc-f9561a59acd9,207ed5bc-1190-4059-b03f-1f3ba38d8bf2,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
41b3bb87-8eed-493b-8c94-62fbb2d16ba6,2083dd8e-0b38-44f9-80e7-5aadc4e1decc,Technical Issue,Medium,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
ad025f8a-ede1-4a6d-96fe-8ef553bfcc11,20929921-dbe5-4736-9f8f-957c8c157619,Technical Issue,Low,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
65821c33-8a56-43f4-b605-f4d9c61f4c8b,20a5571d-cbea-4e24-a1a2-196f085e0b16,Technical Issue,High,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
fd1d67f7-b953-4832-b5ea-d71054a490da,20ab4359-d8c3-4807-8d31-97a0e89fe9b5,Technical Issue,Medium,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
77ee2eb5-f4e2-4428-8119-218390a76497,20b8aefb-b61d-4cbb-a4e6-03a2ff552387,Technical Issue,High,Open,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
e5a3bd0f-485a-426a-945a-0dfa3af46d8f,20d1ad29-2c69-4a08-8303-71b14c634d83,Technical Issue,Medium,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
0172b077-4b49-4880-8176-0b8cf9c27d3f,20ebe173-53d7-4d7e-9077-c5c575e861de,Technical Issue,High,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
6d6ece36-45c3-4265-a890-ba8fa193bfde,20ef4e48-9d06-4675-a326-154dd738746a,Technical Issue,Low,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
ae741bb3-eebc-4976-9439-71d631c1c0b7,210b91e9-c475-41f0-a265-dd2ff0717f4e,Technical Issue,Medium,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
f8d2b937-65c5-41d3-be26-2a4dee878fd1,21692f5d-af2c-4155-93f6-194be8eeea0e,Technical Issue,High,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
1f2528fb-3097-4349-9bea-4878ee7117e7,2193b7ec-48af-4329-90bb-0b874cf6b7c3,Technical Issue,High,Closed,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
fa3e0045-86f6-4fcc-9911-3852d2547b8d,21f028d2-a911-46d9-bda8-715ecc67f9d3,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
0ebb7fdb-27ba-4aeb-b349-483ae73508f6,221ec7e3-1115-4bf9-8497-ddb4cae3f0be,Technical Issue,Low,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
69afe4bc-b642-4517-982c-3977ba4c4426,22626aae-270a-40a0-a4d6-5e5ac8a087bf,Technical Issue,Medium,Pending,Support Ticket,Generated ticket,2026-06-15T07:15:35.601202,
