id,customer_id,is_churned,industry_encoded,country_encoded,company_size_log,tenure_days,plan_name_encoded,monthly_price,days_to_renewal,days_since_start,subscription_length_days,total_events,n_upgrades,n_downgrades,n_cancellations,upgrade_ratio,downgrade_ratio,has_downgraded,ticket_count,high_priority,urgent_priority,open_tickets,closed_tickets,tech_issues,billing_issues,avg_resolution_hours,max_resolution_hours,high_priority_ratio,tech_issue_ratio,billing_issue_ratio,has_open_tickets,avg_login_count,total_login_count,max_login_count,avg_session_duration,total_session_duration,max_session_duration,avg_feature_usage,max_feature_usage,min_feature_usage,avg_engagement,max_engagement,min_engagement,avg_active_days,total_active_days,max_active_days,metric_count,days_since_last_active,login_trend,engagement_trend,feature_trend,session_trend
eb2c6510-75b8-452d-b4e4-b20e766ee231,eb2c6510-75b8-452d-b4e4-b20e766ee231,0,1,224,4.709530201312334,0,3,243.0,124,113,238,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17.0,17,17,116.774364468063,116.774364468063,116.774364468063,80.2436334300207,80.2436334300207,80.2436334300207,11.7050290650267,11.7050290650267,11.7050290650267,3.0,3,3,1,0,0,0,0,0
bdf36ff8-1adf-4336-863d-d94ca3b13848,bdf36ff8-1adf-4336-863d-d94ca3b13848,1,4,104,6.161207321695077,0,1,289.0,152,150,303,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12.0,12,12,34.3874797000909,34.3874797000909,34.3874797000909,81.49742267542,81.49742267542,81.49742267542,1.27456650995565,1.27456650995565,1.27456650995565,20.0,20,20,1,0,0,0,0,0
1ac13934-4239-45ec-9473-58a70aa0a2d5,1ac13934-4239-45ec-9473-58a70aa0a2d5,1,3,81,3.6888794541139363,0,1,539.0,116,59,176,1,0,1,0,0.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65.0,65,65,77.3406604851738,77.3406604851738,77.3406604851738,96.569128667538,96.569128667538,96.569128667538,98.0943193584885,98.0943193584885,98.0943193584885,17.0,17,17,1,0,0,0,0,0
24d3ccd9-da8e-4536-862f-7d14c0f3f03b,24d3ccd9-da8e-4536-862f-7d14c0f3f03b,0,3,145,4.31748811353631,0,0,380.0,13,312,326,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0,10.0,10,10,62.0842884451274,62.0842884451274,62.0842884451274,1.40862051065407,1.40862051065407,1.40862051065407,0.245461905461508,0.245461905461508,0.245461905461508,22.0,22,22,1,0,0,0,0,0
3deba66e-1f93-4d47-88db-7b7ee9fef56a,3deba66e-1f93-4d47-88db-7b7ee9fef56a,1,1,19,6.2166061010848646,0,2,483.0,56,286,343,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62.0,62,62,110.715970998558,110.715970998558,110.715970998558,31.5522777697606,31.5522777697606,31.5522777697606,90.2581638991286,90.2581638991286,90.2581638991286,17.0,17,17,1,0,0,0,0,0
e415e271-4888-41ab-b420-f8fd11382a94,e415e271-4888-41ab-b420-f8fd11382a94,0,4,13,5.811140992976701,0,1,356.0,63,332,396,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57.0,57,57,102.342151326063,102.342151326063,102.342151326063,68.9389039745056,68.9389039745056,68.9389039745056,37.7622248127772,37.7622248127772,37.7622248127772,3.0,3,3,1,0,0,0,0,0
a186e2ae-0dec-4908-a8c1-55fed7c2e9c3,a186e2ae-0dec-4908-a8c1-55fed7c2e9c3,0,4,223,5.645446897643238,0,3,351.0,162,346,509,1,0,1,0,0.0,0.5,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1,4.0,4,4,104.611011113657,104.611011113657,104.611011113657,2.73063733514816,2.73063733514816,2.73063733514816,9.22069799174066,9.22069799174066,9.22069799174066,12.0,12,12,1,0,0,0,0,0
c1b02368-105e-42ea-a747-e39c3bc8d81c,c1b02368-105e-42ea-a747-e39c3bc8d81c,0,4,224,5.82600010738045,0,3,370.0,-1,159,159,1,0,1,0,0.0,0.5,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0,50.0,50,50,82.2525259129783,82.2525259129783,82.2525259129783,13.5187478993139,13.5187478993139,13.5187478993139,77.3317300461332,77.3317300461332,77.3317300461332,26.0,26,26,1,0,0,0,0,0
f91485b9-1835-4498-9f4e-ce0587f6b597,f91485b9-1835-4498-9f4e-ce0587f6b597,0,0,236,5.673323267171493,0,3,304.0,177,128,306,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,86.0,86,86,54.9532187063994,54.9532187063994,54.9532187063994,4.73113805867604,4.73113805867604,4.73113805867604,24.9773294489846,24.9773294489846,24.9773294489846,4.0,4,4,1,0,0,0,0,0
0c06f5e3-5d72-4d4f-b758-12eebdc2421e,0c06f5e3-5d72-4d4f-b758-12eebdc2421e,0,3,66,5.58724865840025,0,1,64.0,73,71,145,1,0,0,0,0.0,0.0,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0,99.0,99,99,94.1590928321968,94.1590928321968,94.1590928321968,33.2485488654501,33.2485488654501,33.2485488654501,15.6052688315112,15.6052688315112,15.6052688315112,5.0,5,5,1,0,0,0,0,0
8c8c1e3e-aaa3-4f24-ab47-5f10851d793b,8c8c1e3e-aaa3-4f24-ab47-5f10851d793b,0,0,89,6.113682179832232,0,2,503.0,87,325,413,1,0,0,0,0.0,0.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1,28.0,28,28,103.447790981058,103.447790981058,103.447790981058,33.8190005427624,33.8190005427624,33.8190005427624,85.5810929269866,85.5810929269866,85.5810929269866,18.0,18,18,1,0,0,0,0,0
40e8ac42-ed47-4fea-9a39-f4456c5f52b8,40e8ac42-ed47-4fea-9a39-f4456c5f52b8,0,3,26,5.998936561946683,0,3,477.0,121,184,306,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,66.0,66,66,55.6930355769433,55.6930355769433,55.6930355769433,86.0080281159676,86.0080281159676,86.0080281159676,3.37415019405809,3.37415019405809,3.37415019405809,5.0,5,5,1,0,0,0,0,0
84e5839e-7799-45a9-939f-f3b6362bad4e,84e5839e-7799-45a9-939f-f3b6362bad4e,0,3,207,6.023447592961033,0,3,285.0,158,303,462,1,1,0,0,0.5,0.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1,34.0,34,34,72.9874947159081,72.9874947159081,72.9874947159081,87.7183580137786,87.7183580137786,87.7183580137786,44.7861540010022,44.7861540010022,44.7861540010022,16.0,16,16,1,0,0,0,0,0
b2309e20-e5c3-4197-93e8-e0570b70d540,b2309e20-e5c3-4197-93e8-e0570b70d540,0,3,149,5.4510384535657,0,2,144.0,102,243,346,1,0,1,0,0.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,7,7,8.27631616925069,8.27631616925069,8.27631616925069,84.0911981359818,84.0911981359818,84.0911981359818,65.6312628997103,65.6312628997103,65.6312628997103,17.0,17,17,1,0,0,0,0,0
4a17757a-524d-48d5-9c49-4007a6354d04,4a17757a-524d-48d5-9c49-4007a6354d04,0,3,35,5.736572297479192,0,2,440.0,97,111,209,1,0,1,0,0.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15.0,15,15,12.721608112102,12.721608112102,12.721608112102,45.0829103579899,45.0829103579899,45.0829103579899,40.6805101185395,40.6805101185395,40.6805101185395,25.0,25,25,1,0,0,0,0,0
64e7721a-afcb-4394-a30d-cd1a19039aa7,64e7721a-afcb-4394-a30d-cd1a19039aa7,0,4,35,5.831882477283517,0,1,63.0,147,117,265,1,0,1,0,0.0,0.5,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1,70.0,70,70,61.7257965518945,61.7257965518945,61.7257965518945,79.5316640028649,79.5316640028649,79.5316640028649,9.82336355711872,9.82336355711872,9.82336355711872,4.0,4,4,1,0,0,0,0,0
84d7fb40-19c7-438d-b5e9-10e48c70d6ed,84d7fb40-19c7-438d-b5e9-10e48c70d6ed,1,0,55,3.5263605246161616,0,2,463.0,176,56,233,1,0,1,0,0.0,0.5,1,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0,45.0,45,45,101.804466854935,101.804466854935,101.804466854935,77.5903835035677,77.5903835035677,77.5903835035677,0.383682027986953,0.383682027986953,0.383682027986953,1.0,1,1,1,0,0,0,0,0
f54a4d61-127d-4c13-a274-618aabe73fec,f54a4d61-127d-4c13-a274-618aabe73fec,1,4,76,5.198497031265826,0,3,512.0,76,213,290,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43.0,43,43,75.2735849639148,75.2735849639148,75.2735849639148,66.8789597158864,66.8789597158864,66.8789597158864,20.6278148238093,20.6278148238093,20.6278148238093,18.0,18,18,1,0,0,0,0,0
3966c2f0-c8f2-47fc-858a-b968aefcd459,3966c2f0-c8f2-47fc-858a-b968aefcd459,1,2,157,5.666426688112432,0,0,141.0,127,268,396,1,0,1,0,0.0,0.5,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0,90.0,90,90,66.4265414321775,66.4265414321775,66.4265414321775,28.4411323041289,28.4411323041289,28.4411323041289,25.172249835909,25.172249835909,25.172249835909,28.0,28,28,1,0,0,0,0,0
0473a006-1c69-4ae9-b61f-7421a626f15a,0473a006-1c69-4ae9-b61f-7421a626f15a,0,1,209,6.059123195581797,0,0,140.0,176,69,246,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0,6,6,25.8322337308183,25.8322337308183,25.8322337308183,91.4741449051379,91.4741449051379,91.4741449051379,60.0297265050226,60.0297265050226,60.0297265050226,24.0,24,24,1,0,0,0,0,0
6f205e5b-2aa9-408c-8aac-44a85179b7b6,6f205e5b-2aa9-408c-8aac-44a85179b7b6,1,1,201,5.958424693029782,0,0,300.0,4,151,156,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1,81.0,81,81,84.5749848062435,84.5749848062435,84.5749848062435,66.2369484642162,66.2369484642162,66.2369484642162,34.5331824780021,34.5331824780021,34.5331824780021,2.0,2,2,1,0,0,0,0,0
b73fd7ad-81de-43d1-95a4-60819bd70911,b73fd7ad-81de-43d1-95a4-60819bd70911,1,3,198,4.07753744390572,0,0,222.0,56,209,266,1,0,1,0,0.0,0.5,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1,17.0,17,17,17.0442002135414,17.0442002135414,17.0442002135414,49.2775508361784,49.2775508361784,49.2775508361784,95.4016303018829,95.4016303018829,95.4016303018829,10.0,10,10,1,0,0,0,0,0
68d701d5-c559-44d7-82e3-c63b2208680f,68d701d5-c559-44d7-82e3-c63b2208680f,1,3,217,6.1779441140506,0,3,371.0,54,157,212,1,0,1,0,0.0,0.5,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1,82.0,82,82,60.7522572869905,60.7522572869905,60.7522572869905,85.4085764082225,85.4085764082225,85.4085764082225,89.7271286479103,89.7271286479103,89.7271286479103,9.0,9,9,1,0,0,0,0,0
0355b37b-6af6-4dfd-bda9-147cf1ca8bbd,0355b37b-6af6-4dfd-bda9-147cf1ca8bbd,0,1,84,5.327876168789581,0,1,402.0,38,284,323,1,1,0,0,0.5,0.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1,56.0,56,56,54.6623941625442,54.6623941625442,54.6623941625442,4.93778861988421,4.93778861988421,4.93778861988421,99.3218506240347,99.3218506240347,99.3218506240347,29.0,29,29,1,0,0,0,0,0
647225e9-44ac-4310-8fb1-f9b07e5438a4,647225e9-44ac-4310-8fb1-f9b07e5438a4,1,3,64,6.20455776256869,0,0,447.0,86,5,92,1,1,0,0,0.5,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1,21.0,21,21,37.6086737862378,37.6086737862378,37.6086737862378,77.8399901084466,77.8399901084466,77.8399901084466,71.9521297986508,71.9521297986508,71.9521297986508,8.0,8,8,1,0,0,0,0,0
396d92fc-245b-4c6c-a8cb-898215000d42,396d92fc-245b-4c6c-a8cb-898215000d42,1,1,200,5.793013608384144,0,2,528.0,143,320,464,1,1,0,0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1,1,63.5070052095769,63.5070052095769,63.5070052095769,90.8058982287383,90.8058982287383,90.8058982287383,72.2815768780163,72.2815768780163,72.2815768780163,26.0,26,26,1,0,0,0,0,0
92a6c533-9a12-4938-b5ad-b19f695a765e,92a6c533-9a12-4938-b5ad-b19f695a765e,0,2,227,3.4657359027997265,0,2,159.0,142,144,287,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13.0,13,13,87.8350124581253,87.8350124581253,87.8350124581253,45.540206113207,45.540206113207,45.540206113207,13.1215615277289,13.1215615277289,13.1215615277289,23.0,23,23,1,0,0,0,0,0
94b5d1d9-8071-479a-85e7-ea1c20be25d4,94b5d1d9-8071-479a-85e7-ea1c20be25d4,0,4,135,5.736572297479192,0,3,520.0,41,17,59,1,1,0,0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31.0,31,31,36.7213600292884,36.7213600292884,36.7213600292884,93.7249032600708,93.7249032600708,93.7249032600708,25.1281916651185,25.1281916651185,25.1281916651185,21.0,21,21,1,0,0,0,0,0
350f65a0-e835-4c96-8511-35629c00e444,350f65a0-e835-4c96-8511-35629c00e444,0,3,113,5.488937726156687,0,1,98.0,154,360,515,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,96.0,96,96,110.797181573759,110.797181573759,110.797181573759,7.54007547277185,7.54007547277185,7.54007547277185,95.5511621458178,95.5511621458178,95.5511621458178,22.0,22,22,1,0,0,0,0,0
ba1eaa1a-abc1-4341-b03f-88c02c9bb9b5,ba1eaa1a-abc1-4341-b03f-88c02c9bb9b5,0,4,75,3.7376696182833684,0,0,202.0,105,45,151,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,83.0,83,83,22.368811336433,22.368811336433,22.368811336433,78.5130276129285,78.5130276129285,78.5130276129285,62.2724513272624,62.2724513272624,62.2724513272624,0.0,0,0,1,0,0,0,0,0
97823ed8-ea73-4085-9f11-a98832c2b187,97823ed8-ea73-4085-9f11-a98832c2b187,1,1,164,2.772588722239781,0,1,401.0,106,364,471,1,1,0,0,0.5,0.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1,26.0,26,26,62.499698713158,62.499698713158,62.499698713158,85.9742242877578,85.9742242877578,85.9742242877578,57.5465424648592,57.5465424648592,57.5465424648592,19.0,19,19,1,0,0,0,0,0
763e07d8-67ec-4f99-87a1-a5d9dea5ea2a,763e07d8-67ec-4f99-87a1-a5d9dea5ea2a,0,3,25,6.082218910376446,0,0,364.0,68,84,153,1,0,1,0,0.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,62.0,62,62,33.3512505005333,33.3512505005333,33.3512505005333,93.3979745676343,93.3979745676343,93.3979745676343,42.8975391310458,42.8975391310458,42.8975391310458,8.0,8,8,1,0,0,0,0,0
c251144a-9099-42b1-9f1b-fad523ea3d42,c251144a-9099-42b1-9f1b-fad523ea3d42,0,4,131,6.016157159698354,0,3,512.0,5,249,255,1,1,0,0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21.0,21,21,49.2843145111194,49.2843145111194,49.2843145111194,26.5851753254529,26.5851753254529,26.5851753254529,75.4048910038869,75.4048910038869,75.4048910038869,17.0,17,17,1,0,0,0,0,0
eabba7ed-8a07-4c31-9602-aaa11625152e,eabba7ed-8a07-4c31-9602-aaa11625152e,0,3,25,5.214935757608986,0,0,230.0,73,314,388,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1,34.0,34,34,79.8473640488356,79.8473640488356,79.8473640488356,70.7007314318041,70.7007314318041,70.7007314318041,17.0575963528787,17.0575963528787,17.0575963528787,7.0,7,7,1,0,0,0,0,0
f904d2c9-feb9-4809-aa53-e334512cff0f,f904d2c9-feb9-4809-aa53-e334512cff0f,0,0,164,5.652489180268651,0,0,490.0,74,207,282,1,0,1,0,0.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,99.0,99,99,0.168367583986857,0.168367583986857,0.168367583986857,17.2051417678326,17.2051417678326,17.2051417678326,51.9199280350065,51.9199280350065,51.9199280350065,19.0,19,19,1,0,0,0,0,0
e7911f88-34fa-43e7-813f-54f8a9033d8a,e7911f88-34fa-43e7-813f-54f8a9033d8a,1,2,96,4.812184355372417,0,1,312.0,174,243,418,1,0,1,0,0.0,0.5,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1,30.0,30,30,84.0473567904675,84.0473567904675,84.0473567904675,54.3422843397929,54.3422843397929,54.3422843397929,76.0187059759023,76.0187059759023,76.0187059759023,24.0,24,24,1,0,0,0,0,0
f7392f47-e8a7-43d7-88be-327d6bfaa519,f7392f47-e8a7-43d7-88be-327d6bfaa519,0,0,173,4.23410650459726,0,1,160.0,169,69,239,1,1,0,0,0.5,0.0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1,35.0,35,35,5.11492665203674,5.11492665203674,5.11492665203674,73.0961763386512,73.0961763386512,73.0961763386512,47.5599702434771,47.5599702434771,47.5599702434771,12.0,12,12,1,0,0,0,0,0
83b51a18-ef43-436d-931a-2483c8a6a294,83b51a18-ef43-436d-931a-2483c8a6a294,1,0,189,5.968707559985366,0,1,526.0,35,21,57,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,95.0,95,95,111.667282622935,111.667282622935,111.667282622935,24.2925172376945,24.2925172376945,24.2925172376945,5.05722717289958,5.05722717289958,5.05722717289958,1.0,1,1,1,0,0,0,0,0
9439c624-aebd-42e7-9260-c9652c07018d,9439c624-aebd-42e7-9260-c9652c07018d,0,0,238,6.023447592961033,0,3,316.0,92,62,155,1,0,1,0,0.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10.0,10,10,99.9453885497325,99.9453885497325,99.9453885497325,89.6021504288383,89.6021504288383,89.6021504288383,31.7433911223805,31.7433911223805,31.7433911223805,23.0,23,23,1,0,0,0,0,0
d718d28e-0e1d-495c-a823-ce409d5c068e,d718d28e-0e1d-495c-a823-ce409d5c068e,0,0,106,4.9344739331306915,0,2,281.0,80,76,157,1,1,0,0,0.5,0.0,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1,92.0,92,92,66.6690238046039,66.6690238046039,66.6690238046039,91.360509638336,91.360509638336,91.360509638336,76.0851120317327,76.0851120317327,76.0851120317327,27.0,27,27,1,0,0,0,0,0
5e277939-cafe-4a94-a333-0724ba65b110,5e277939-cafe-4a94-a333-0724ba65b110,1,3,25,5.8805329864007,0,3,464.0,21,351,373,1,1,0,0,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,83.0,83,83,71.8763778275155,71.8763778275155,71.8763778275155,48.2155466053274,48.2155466053274,48.2155466053274,68.8654209558804,68.8654209558804,68.8654209558804,16.0,16,16,1,0,0,0,0,0
affda21a-0eac-4bbc-9c5d-6dc794e388ba,affda21a-0eac-4bbc-9c5d-6dc794e388ba,0,4,92,5.056245805348308,0,0,235.0,148,131,280,1,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0,58.0,58,58,43.3078891058459,43.3078891058459,43.3078891058459,89.6745928774799,89.6745928774799,89.6745928774799,24.2157348392901,24.2157348392901,24.2157348392901,25.0,25,25,1,0,0,0,0,0
a281b9f5-4b6e-42b6-81b4-05be5622f255,a281b9f5-4b6e-42b6-81b4-05be5622f255,1,1,236,6.159095388491933,0,3,118.0,168,11,180,1,0,1,0,0.0,0.5,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,1,67.0,67,67,40.0719335645693,40.0719335645693,40.0719335645693,90.7288095098102,90.7288095098102,90.7288095098102,24.0161219376307,24.0161219376307,24.0161219376307,5.0,5,5,1,0,0,0,0,0
